48.7
34.8
29.2
17.4
30.9
20.9
28.3
33.5
32.1
39
37.4
34.8
39.1
31.4
36
25.3
24.7
29.3
31.3
31.4
22.6
26.7
31.7
55.3
22.9
44.4
25.4
26.5
33.1
29.7
17.8
41.2
41.2
33.7
38.4
28.8
29.6
31.2
34.9
36.5
32
23.3
30.1
